Epoch	cost
720	0.14895065
721	0.20549479
722	0.08187713
723	0.0837631
724	0.12494532
725	0.14578593
726	0.15054443
727	0.0787169
728	0.16214292
729	0.050653316
730	0.08345561
731	0.11940994
732	0.070972964
733	0.0868055
734	0.13014904
735	0.04739863
736	0.12205821
737	0.11446074
738	0.1122609
739	0.096147984
740	0.061902046
741	0.12476636
742	0.11698784
743	0.1768297
744	0.076167606
745	0.08155652
746	0.106601655
747	0.10779847
748	0.14230533
749	0.11671413
750	0.090777874
751	0.1222226
752	0.057621032
753	0.16849305
754	0.09520459
755	0.08759679
756	0.07590638
757	0.10008777
758	0.107443854
759	0.136945
760	0.18351479
761	0.21083975
762	0.07033386
763	0.15877037
764	0.095583856
765	0.116920225
766	0.09733158
767	0.08686575
768	0.11383409
769	0.08829945
770	0.0870826
771	0.088465236
772	0.082903706
773	0.06428321
774	0.048110273
775	0.0790755
776	0.053321563
777	0.06904397
778	0.08957438
779	0.12802815
780	0.06505315
781	0.07723934
782	0.1541018
783	0.10042852
784	0.12292854
785	0.07985815
786	0.055972505
787	0.06888692
788	0.12649494
789	0.07572049
790	0.23960891
791	0.13984753
792	0.097837135
793	0.18532345
794	0.13925563
795	0.06950381
796	0.13335076
797	0.15020496
798	0.1338339
799	0.16270661
800	0.115297936
801	0.15666172
802	0.09539779
803	0.06833065
804	0.15314654
805	0.22141616
806	0.08441352
807	0.17362882
808	0.1472367
809	0.10825191
810	0.131966
811	0.06834
812	0.08883486
813	0.10550467
814	0.1422125
815	0.06269681
816	0.0639922
817	0.082999565
818	0.08497821
819	0.07144171
820	0.069965266
821	0.108469956
822	0.18292116
823	0.09821982
824	0.15783264
825	0.13805671
826	0.122925974
827	0.15336397
828	0.13970469
829	0.041989435
830	0.15304193
831	0.14264272
832	0.050569694
833	0.05563494
834	0.1313696
835	0.12784167
836	0.05858319
837	0.16451661
838	0.089431204
839	0.07184452
840	0.097852975
841	0.09203993
842	0.09778778
843	0.10257263
844	0.091640845
845	0.17288649
846	0.0956236
847	0.18787944
848	0.14000013
849	0.20970888
850	0.21987492
851	0.16138057
852	0.14174953
853	0.09033735
854	0.06744603
855	0.076464966
856	0.063052334
857	0.18436928
858	0.09517182
859	0.08323457
860	0.12288976
861	0.08325494
862	0.12456444
863	0.11298998
864	0.10799212
865	0.082277015
866	0.10889187
867	0.10002873
868	0.10779252
869	0.15773928
870	0.088917546
871	0.1534105
872	0.20831904
873	0.14828531
874	0.09857696
875	0.14245988
876	0.20034674
877	0.20871916
878	0.071991205
879	0.16381313
880	0.085745975
881	0.09003434
882	0.08903503
883	0.08041482
884	0.09896255
885	0.08794528
886	0.1210112
887	0.21592633
888	0.117206514
889	0.062983505
890	0.11891701
891	0.14118095
892	0.11432252
893	0.10044753
894	0.08012108
895	0.08816613
896	0.061399646
897	0.07126095
898	0.109666035
899	0.13166688
900	0.08163656
