Epoch	cost
345	0.10636545
346	0.15593578
347	0.14870997
348	0.11815119
349	0.21312954
350	0.18037443
351	0.1896371
352	0.31085077
353	0.18092553
354	0.17063177
355	0.122152574
356	0.12271112
357	0.13106109
358	0.18460755
359	0.124295615
360	0.23531055
361	0.15973961
362	0.13637099
363	0.15560892
364	0.09276649
365	0.14177978
366	0.2521766
367	0.1301334
368	0.13118711
369	0.26638725
370	0.15555458
371	0.11851777
372	0.117642924
373	0.10051932
374	0.14635201
375	0.116617195
376	0.11239696
377	0.13910343
378	0.14935875
379	0.19975127
380	0.15675454
381	0.1688387
382	0.24873184
383	0.13319126
384	0.12384458
385	0.16588359
386	0.20307483
387	0.10297995
388	0.12438364
389	0.18895075
390	0.11292329
391	0.109573364
392	0.13389595
393	0.15091556
394	0.11894937
395	0.11390734
396	0.20534678
397	0.22167689
398	0.14561932
399	0.23179434
400	0.10819286
401	0.09315279
402	0.15849443
403	0.09981696
404	0.16880885
405	0.15669076
406	0.12923208
407	0.14473559
408	0.15590574
409	0.10184091
410	0.1470847
411	0.25881442
412	0.15502438
413	0.099968575
414	0.13221548
415	0.13756603
416	0.20868641
417	0.0895554
418	0.20948064
419	0.11527247
420	0.114893086
421	0.124398686
422	0.17707734
423	0.093381435
424	0.16709583
425	0.21370293
426	0.108195916
427	0.15382186
428	0.100876525
429	0.09931703
430	0.11916046
431	0.2081548
432	0.17069435
433	0.18034087
434	0.11804156
435	0.14986834
436	0.19660787
437	0.13358593
438	0.2309453
439	0.18899722
440	0.09812625
441	0.13173123
442	0.1311747
443	0.19229005
444	0.067909926
445	0.13539791
446	0.13618597
447	0.15479973
448	0.22346352
449	0.13980578
450	0.17113212
451	0.10091876
452	0.2560429
453	0.14826994
454	0.18441465
455	0.2568629
456	0.068923585
457	0.0910996
458	0.099104464
459	0.10388947
460	0.17671788
461	0.201177
462	0.08781543
463	0.124923475
464	0.25186592
465	0.11792793
466	0.13589258
467	0.16970114
468	0.1166852
469	0.11001396
470	0.0879798
471	0.13949603
472	0.10224281
473	0.13713099
474	0.08187072
475	0.111782186
476	0.2059964
477	0.16331872
478	0.22338411
479	0.19617566
480	0.18091784
481	0.12222282
482	0.15321524
483	0.13261446
484	0.15573831
485	0.20140658
486	0.21611644
487	0.13952944
488	0.11160957
489	0.24291901
490	0.18073708
491	0.095589064
492	0.09917734
493	0.11086005
494	0.104232974
495	0.17246251
496	0.11131064
497	0.1623426
498	0.107280046
499	0.12986158
500	0.065531686
501	0.12421133
502	0.08312439
503	0.11218886
504	0.13720402
505	0.1520375
506	0.09793086
507	0.10577368
508	0.115893625
509	0.10301373
510	0.121423
511	0.18584706
512	0.1754323
513	0.14907409
514	0.08443543
515	0.15417825
516	0.13501813
517	0.1605048
518	0.10425858
519	0.15636018
520	0.11124503
521	0.113401175
522	0.13317122
523	0.083786026
524	0.18936265
525	0.12792663
526	0.1396472
527	0.13325243
528	0.22904152
529	0.10386204
530	0.13222799
531	0.12748042
532	0.32399637
533	0.12035193
534	0.09553078
535	0.08284503
536	0.14773773
537	0.115728796
538	0.09422524
539	0.1255618
540	0.12986843
541	0.08275234
542	0.21227674
543	0.09654618
544	0.107599795
545	0.13998099
546	0.1474774
547	0.17421758
548	0.15712704
549	0.14811432
550	0.12015922
551	0.08302606
552	0.09212687
553	0.1836584
554	0.10901472
555	0.12904237
556	0.107576154
557	0.17011797
558	0.091001175
559	0.07369001
560	0.17587616
561	0.093814716
562	0.13248336
563	0.11254686
564	0.09331875
565	0.10259228
566	0.32315177
567	0.0970935
568	0.10688493
569	0.13185322
570	0.13643222
571	0.08630149
572	0.09188202
573	0.06718097
574	0.17707513
575	0.07808829
576	0.23132196
577	0.13168015
578	0.14292194
579	0.10613934
580	0.15161265
581	0.07668043
582	0.15484917
583	0.11549268
584	0.12033301
585	0.12939502
586	0.1678616
587	0.12868086
588	0.11391279
589	0.1499354
590	0.07615552
591	0.086079314
592	0.1079008
593	0.09656112
594	0.18190798
595	0.065113194
596	0.14995685
597	0.09736331
598	0.07925842
599	0.06390659
600	0.13269842
601	0.19052269
602	0.09731065
603	0.14080271
604	0.13062428
605	0.108713225
606	0.08868847
607	0.33429936
608	0.076126054
609	0.10287343
610	0.25052693
611	0.107605755
612	0.15038785
613	0.06933431
614	0.109542444
615	0.12863138
616	0.054778762
617	0.08146851
618	0.15341458
619	0.1291375
620	0.13314828
621	0.103910014
622	0.102580674
623	0.15290008
624	0.20451128
625	0.07942419
626	0.15799803
627	0.356978
628	0.09221591
629	0.15950526
630	0.35368443
631	0.1587732
632	0.17945938
633	0.2040573
634	0.10505963
635	0.08732092
636	0.13486142
637	0.12752108
638	0.1719587
639	0.10003392
640	0.17428704
641	0.09898291
642	0.09594731
643	0.10985544
644	0.10527961
645	0.12750669
646	0.19697492
647	0.062212758
648	0.12820485
649	0.103314646
650	0.12186342
651	0.12996086
652	0.06879796
653	0.100694545
654	0.20885418
655	0.10699297
656	0.10618681
657	0.13814776
658	0.13472985
659	0.08278113
660	0.17687234
661	0.11718915
662	0.061029125
663	0.09634534
664	0.13314743
665	0.0810497
666	0.15519567
667	0.079338
668	0.08449154
669	0.06247163
670	0.12686723
671	0.08240668
672	0.10508542
673	0.14230214
674	0.12631871
675	0.18403845
676	0.14958219
677	0.1025237
678	0.18849236
679	0.16253704
680	0.08897864
681	0.08597493
682	0.09958176
683	0.15884402
684	0.11687433
685	0.11149056
686	0.07271408
687	0.16629145
688	0.19288035
689	0.11361352
690	0.11846118
691	0.1614391
692	0.09580604
693	0.09133781
694	0.13190657
695	0.066274
696	0.117360175
697	0.04953212
698	0.2146643
699	0.115114085
700	0.0983936
701	0.050727338
702	0.096283816
703	0.11651815
704	0.09541141
705	0.11644567
706	0.11866305
707	0.07697595
708	0.172075
709	0.09279766
710	0.11143504
711	0.09812708
712	0.08870294
713	0.16733445
714	0.09463737
715	0.12235209
716	0.11235299
717	0.046226267
718	0.12050062
719	0.13780773
720	0.07192161
721	0.17854369
722	0.1480708
723	0.11219669
724	0.1074637
725	0.06913603
726	0.34184292
727	0.10942521
728	0.11193695
729	0.13472433
730	0.13995358
731	0.17817968
732	0.15676403
733	0.051831897
734	0.14079593
735	0.16446239
736	0.14569387
737	0.15661089
738	0.10939569
739	0.07778739
740	0.06500988
741	0.08360462
742	0.088385336
743	0.15319557
744	0.06420362
745	0.113557495
746	0.12545367
747	0.19784936
748	0.13098988
749	0.06604227
750	0.14552537
751	0.12816642
752	0.09908146
753	0.114567116
754	0.11515801
755	0.10686364
756	0.0947638
757	0.11939909
758	0.085353374
759	0.10509195
760	0.112773605
761	0.17825186
762	0.15694998
763	0.06634466
764	0.080010965
765	0.07778196
766	0.102709115
767	0.0742335
768	0.08578006
769	0.06846682
770	0.091185994
771	0.11416989
772	0.17035294
773	0.071209
774	0.11003921
775	0.0890399
776	0.10003183
777	0.08763261
778	0.10448374
779	0.07612318
780	0.06924158
781	0.11954181
782	0.1501833
783	0.095254466
784	0.11818155
785	0.09724308
786	0.15298675
787	0.10406621
788	0.10084492
789	0.11804595
790	0.16675065
791	0.100276075
792	0.11282702
793	0.08205522
794	0.10479721
795	0.24303685
796	0.09922065
797	0.14358087
798	0.16079687
799	0.08379605
800	0.16567512
801	0.13239501
802	0.09225525
803	0.09359787
804	0.13304901
805	0.068162546
806	0.054999113
807	0.09110233
808	0.24068
809	0.0824329
810	0.08367094
811	0.16495302
812	0.09453163
813	0.10702502
814	0.07885062
815	0.07435134
816	0.20170774
817	0.05295638
818	0.14348707
819	0.11016641
820	0.11002609
821	0.10640237
822	0.06410594
823	0.056590594
824	0.054578427
825	0.11182531
826	0.11141229
827	0.15151118
828	0.10863776
829	0.2742705
830	0.1800711
831	0.10481533
832	0.13396293
833	0.17391379
834	0.19943324
835	0.07677995
836	0.07944326
837	0.13202867
838	0.15239394
839	0.14084795
840	0.17006359
841	0.069715
842	0.22422986
843	0.10343178
844	0.081844985
845	0.28463796
846	0.12734374
847	0.14430638
848	0.077467375
849	0.15730165
850	0.11821535
851	0.054515507
852	0.10621416
853	0.054113295
854	0.13093105
855	0.12048692
856	0.05544036
857	0.16302112
858	0.11007226
859	0.15653901
860	0.13374436
861	0.07225333
862	0.09822202
863	0.11740125
864	0.063799046
865	0.11564988
866	0.07756054
867	0.09961229
868	0.11733759
869	0.12367262
870	0.08611669
871	0.11061589
872	0.113005355
873	0.082548305
874	0.045155685
875	0.09968018
876	0.1803794
877	0.11841935
878	0.06307094
879	0.08145859
880	0.074970044
881	0.09425806
882	0.05025139
883	0.103114
884	0.13592787
885	0.05133266
886	0.07094293
887	0.12527253
888	0.12730996
889	0.09526033
890	0.085889645
891	0.07555962
892	0.13204844
893	0.10994418
894	0.14378394
895	0.10261865
896	0.067601055
897	0.12911694
898	0.10052566
899	0.06959139
900	0.093681686
