Epoch	cost
787	0.5886073
788	0.40035713
789	0.30804303
790	0.77541083
791	0.34368882
792	0.59325075
793	0.30634746
794	0.32035002
795	0.30432492
796	0.41185245
797	0.31637114
798	0.3255831
799	0.4048514
800	0.24949095
801	0.516548
802	0.5517079
803	0.35101393
804	0.39249703
805	0.31661344
806	0.5930583
807	0.32106587
808	0.26365033
809	0.65846175
810	0.372459
811	0.5069969
812	0.22678068
813	0.37437573
814	0.34529683
815	0.41928142
816	0.31724435
817	0.20448945
818	0.32236564
819	0.33488974
820	0.5511504
821	0.5925436
822	0.3750747
823	0.5918197
824	0.42860115
825	0.37047186
826	0.512156
827	0.49315888
828	0.6043164
829	0.26937693
830	0.6927552
831	0.3377607
832	0.34523985
833	0.38406226
834	0.33383954
835	0.19248942
836	0.25838292
837	0.18819258
838	0.29009292
839	0.43459544
840	0.40146396
841	0.22600418
842	0.41594025
843	0.29493636
844	0.3699394
845	0.46313307
846	0.7136127
847	0.22642829
848	0.50704366
849	0.52393115
850	0.45588565
851	0.49446648
852	0.28358075
853	0.35404256
854	0.57915515
855	0.52684695
856	0.65265036
857	0.3344508
858	0.2965122
859	0.40216246
860	0.47076473
861	0.46856582
862	0.32459244
863	0.43496957
864	0.34968576
865	0.41376117
866	0.3528469
867	0.2998894
868	0.5266107
869	0.41036084
870	0.41923922
871	0.50796676
872	0.28797126
873	0.31237635
874	0.4854854
875	0.34226176
876	0.336423
877	0.39871874
878	0.3329343
879	0.44329038
880	0.5139722
881	0.50957316
882	0.721625
883	0.34880024
884	0.313286
885	0.41397193
886	0.3440311
887	0.6684443
888	0.41287273
889	0.36915058
890	0.4471171
891	0.65993166
892	0.23424365
893	0.67762953
894	0.34537783
895	0.34913635
896	0.5320666
897	0.4414568
898	0.34422448
899	0.2668956
900	0.35693267
